Country.of.Origin,Processing.Method,altitude_mean_meters,Category.One.Defects,Category.Two.Defects,Moisture,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Total.Cup.Points,Specialty_Grade
Nicaragua,Natural / Dry,1310.64,1,1,0.11,6.83,7.08,6.92,6.75,7.25,7.08,78.58,0
Guatemala,Washed / Wet,1219.2,0,3,0.12,7.33,7.17,6.92,7.58,7.25,7.17,78.58,0
Taiwan,Washed / Wet,800.0,0,0,0.1,6.83,6.75,7.17,7.25,7.0,6.92,78.58,0
Mexico,Washed / Wet,1400.0,0,1,0.13,7.0,7.0,6.75,7.33,6.92,6.92,78.58,0
Mexico,Washed / Wet,1300.0,0,1,0.1,7.92,7.58,7.58,7.92,7.92,7.5,78.58,0
United States (Hawaii),Washed / Wet,1310.64,0,0,0.0,7.92,6.83,7.08,7.42,6.75,7.33,78.58,0
Mexico,Washed / Wet,1600.0,0,0,0.0,7.25,6.75,6.92,6.92,7.25,7.58,78.5,0
Mexico,Washed / Wet,1400.0,0,14,0.12,7.08,6.83,6.83,7.0,7.0,6.92,78.5,0
Mexico,Washed / Wet,1200.0,1,3,0.13,7.25,7.17,7.0,6.83,7.58,7.08,78.5,0
Brazil,Natural / Dry,1310.64,3,4,0.12,6.83,7.0,6.92,7.08,6.92,6.83,78.42,0
Mexico,Washed / Wet,1500.0,0,0,0.14,7.58,7.17,7.0,7.17,7.33,7.0,78.42,0
United States (Hawaii),Natural / Dry,1310.64,0,0,0.1,7.5,7.75,7.58,7.83,7.92,7.92,78.33,0
Guatemala,Washed / Wet,1219.2,0,2,0.1,7.17,6.5,6.67,7.0,7.17,7.17,78.33,0
Guatemala,Washed / Wet,1310.64,1,4,0.11,7.17,7.17,6.5,7.17,7.0,6.83,78.33,0
Mexico,Natural / Dry,1300.0,31,47,0.13,7.25,7.25,7.0,7.5,7.33,7.42,78.33,0
Guatemala,Washed / Wet,1310.64,0,9,0.11,7.17,6.08,6.17,7.25,7.33,7.33,78.33,0
United States (Hawaii),Natural / Dry,1310.64,2,8,0.11,7.5,7.5,7.33,7.58,7.5,7.42,78.25,0
United States (Hawaii),Natural / Dry,1310.64,4,31,0.11,7.42,7.33,7.33,7.5,7.67,7.75,78.25,0
Indonesia,Washed / Wet,1300.0,0,1,0.13,6.92,6.83,6.92,6.92,6.92,6.83,78.17,0
Mexico,Washed / Wet,1050.0,0,3,0.11,7.08,6.83,6.67,7.25,7.25,6.92,78.08,0
Taiwan,Washed / Wet,650.0,3,4,0.0,7.5,7.08,7.33,7.17,7.5,7.5,78.0,0
Honduras,Natural / Dry,1350.0,2,6,0.11,6.83,7.0,6.67,7.0,7.0,6.83,78.0,0
United States (Hawaii),Natural / Dry,1310.64,2,3,0.12,7.58,7.33,7.5,7.42,7.5,7.33,78.0,0
Guatemala,Washed / Wet,1219.2,1,2,0.1,7.42,7.25,6.83,7.33,7.0,6.92,78.0,0
China,Washed / Wet,1200.0,0,28,0.1,7.33,7.17,6.92,7.08,7.33,7.0,78.0,0
Guatemala,Washed / Wet,1310.64,3,9,0.11,7.0,6.83,6.83,7.17,6.67,6.83,78.0,0
Mexico,Washed / Wet,850.0,2,7,0.12,7.25,7.33,7.0,7.0,7.25,7.08,78.0,0
Colombia,Washed / Wet,1310.64,1,3,0.1,7.42,7.17,7.0,7.17,7.67,7.17,78.0,0
Costa Rica,Washed / Wet,1200.0,2,4,0.12,7.5,7.25,7.42,7.0,7.08,6.83,77.92,0
Mexico,Washed / Wet,1248.0,0,3,0.11,7.42,7.25,7.0,7.0,7.25,7.08,77.92,0
Guatemala,Washed / Wet,1310.64,0,7,0.11,7.17,6.17,6.17,7.08,7.33,6.83,77.92,0
Nicaragua,Washed / Wet,1000.0,0,0,0.1,7.42,7.0,7.0,7.17,7.08,7.0,77.83,0
Brazil,Washed / Wet,1310.64,0,2,0.11,7.0,6.75,6.67,6.83,7.08,6.83,77.83,0
Guatemala,Washed / Wet,1310.64,0,2,0.11,7.0,6.83,6.67,7.17,6.83,6.83,77.83,0
Taiwan,Washed / Wet,775.0,0,0,0.11,7.17,6.75,6.58,7.33,7.33,7.17,77.67,0
United States (Hawaii),Natural / Dry,1310.64,1,5,0.12,7.58,7.67,7.58,7.67,7.42,7.42,77.58,0
Mexico,Washed / Wet,1300.0,0,3,0.13,7.17,6.75,6.58,6.75,6.83,6.75,77.5,0
Guatemala,Washed / Wet,1310.64,2,15,0.11,7.08,6.92,6.33,7.0,6.92,7.0,77.42,0
Brazil,Natural / Dry,890.0,0,3,0.0,7.5,7.33,7.42,7.58,7.58,6.92,77.33,0
Guatemala,Washed / Wet,1219.2,1,2,0.1,7.33,7.0,6.83,7.17,7.17,7.17,77.33,0
Mexico,Washed / Wet,1500.0,4,5,0.15,7.33,7.0,6.67,7.0,6.92,6.92,77.33,0
Haiti,Washed / Wet,825.0,0,1,0.1,6.83,6.83,6.83,6.75,6.92,6.92,77.25,0
United States (Hawaii),Natural / Dry,1310.64,1,5,0.12,7.08,6.92,6.83,6.67,7.58,7.42,77.25,0
Mexico,Washed / Wet,1200.0,1,11,0.12,7.08,7.0,7.0,7.25,7.33,7.25,77.17,0
Peru,Washed / Wet,1200.0,7,9,0.0,7.42,7.75,7.42,7.67,7.92,7.83,77.0,0
India,Natural / Dry,1310.64,0,0,0.0,7.67,7.33,7.17,6.67,7.17,7.42,76.83,0
Mexico,Washed / Wet,1200.0,0,0,0.0,6.67,6.33,6.42,6.83,7.0,6.92,76.75,0
Guatemala,Washed / Wet,1310.64,0,4,0.12,6.42,6.5,6.5,7.33,6.33,6.92,76.5,0
Mexico,Washed / Wet,1100.0,0,14,0.13,7.17,6.58,6.58,7.0,7.25,6.58,76.42,0
Guatemala,Washed / Wet,1310.64,0,8,0.11,7.5,7.0,6.83,7.5,7.17,7.33,76.33,0
Guatemala,Washed / Wet,1310.64,0,5,0.11,6.17,6.5,6.5,7.17,7.0,6.83,76.33,0
United States (Hawaii),Natural / Dry,1310.64,0,0,0.0,7.25,7.08,6.83,7.17,7.33,6.83,76.25,0
United States (Hawaii),Natural / Dry,1310.64,0,3,0.0,7.5,7.33,7.33,7.58,7.67,7.25,76.17,0
Mexico,Washed / Wet,1400.0,2,4,0.16,7.42,7.0,6.83,7.08,6.92,6.83,76.17,0
Indonesia,Natural / Dry,3500.0,4,26,0.12,7.33,7.0,6.5,6.08,7.58,6.33,76.17,0
Mexico,Washed / Wet,1250.0,0,12,0.12,7.08,6.83,6.83,7.17,7.17,7.08,76.08,0
Honduras,Natural / Dry,1350.0,0,7,0.11,6.83,6.83,6.67,6.83,7.0,6.83,76.0,0
Philippines,Washed / Wet,1000.0,0,2,0.12,6.83,6.5,6.5,6.92,6.75,7.0,75.83,0
Brazil,Natural / Dry,1310.64,0,6,0.11,7.17,7.0,6.83,7.5,7.17,7.0,75.67,0
Guatemala,Washed / Wet,1310.64,0,15,0.11,7.92,7.58,7.17,7.58,7.33,7.17,75.58,0
Guatemala,Washed / Wet,1310.64,0,10,0.12,6.67,6.5,6.33,7.0,7.17,6.75,75.58,0
Mexico,Washed / Wet,1100.0,4,20,0.11,7.5,7.25,6.92,7.0,7.17,6.83,75.5,0
Mexico,Washed / Wet,1200.0,0,20,0.11,7.17,6.92,6.67,6.83,7.25,7.75,75.17,0
Mexico,Washed / Wet,1100.0,0,8,0.12,7.25,6.83,6.67,7.08,7.17,6.83,75.17,0
Mexico,Washed / Wet,1280.0,23,29,0.13,7.17,7.17,6.83,7.17,7.42,6.67,75.17,0
Mexico,Washed / Wet,850.0,15,7,0.14,7.0,6.92,6.75,6.92,7.17,6.83,75.0,0
Mexico,Washed / Wet,1500.0,0,6,0.17,7.08,6.75,6.58,7.0,7.0,6.75,74.92,0
Mexico,Washed / Wet,1250.0,0,30,0.12,7.33,6.75,6.67,7.25,7.5,7.0,74.83,0
Guatemala,Washed / Wet,1310.64,0,8,0.11,6.75,6.5,6.17,7.0,7.25,6.75,74.75,0
Guatemala,Washed / Wet,1310.64,0,10,0.11,6.75,6.67,6.17,7.17,7.0,6.58,74.75,0
Mexico,Washed / Wet,1700.0,0,7,0.12,7.08,7.0,6.83,7.5,7.33,6.83,74.67,0
United States (Hawaii),Natural / Dry,1310.64,1,2,0.0,7.5,7.25,7.0,7.25,7.42,7.33,74.42,0
Guatemala,Washed / Wet,1310.64,1,1,0.11,6.5,6.33,6.5,7.5,7.33,6.83,74.33,0
Mexico,Washed / Wet,1140.0,3,11,0.14,7.0,6.58,6.67,6.83,7.08,6.83,74.33,0
Mexico,Washed / Wet,1200.0,0,27,0.13,6.92,6.42,6.17,7.33,7.25,6.75,74.0,0
Mexico,Washed / Wet,1250.0,0,19,0.12,7.67,7.0,7.17,7.58,7.33,7.33,73.83,0
United States (Hawaii),Natural / Dry,1310.64,9,17,0.0,7.17,7.17,7.17,7.58,7.67,6.92,73.67,0
Brazil,Washed / Wet,1310.64,0,0,0.11,7.25,6.58,6.58,7.0,7.0,6.42,73.5,0
Honduras,Washed / Wet,1350.0,1,16,0.11,7.0,7.17,6.83,7.17,7.0,7.17,73.42,0
Mexico,Washed / Wet,1200.0,1,1,0.0,7.08,7.08,6.92,7.08,6.92,6.92,72.92,0
Colombia,Natural / Dry,1310.64,0,15,0.0,8.0,7.33,7.75,7.33,7.42,7.67,72.83,0
United States (Hawaii),Natural / Dry,1310.64,5,9,0.11,6.92,6.92,6.92,7.5,7.58,7.17,72.58,0
Haiti,Washed / Wet,1020.0,1,0,0.08,6.92,6.75,7.08,7.17,7.33,6.67,72.33,0
Costa Rica,Washed / Wet,1200.0,0,7,0.11,6.33,6.5,6.33,6.83,6.33,6.5,71.75,0
Mexico,Washed / Wet,800.0,4,24,0.12,6.92,6.92,6.92,6.92,7.17,7.0,71.08,0
Mexico,Washed / Wet,1800.0,0,0,0.11,6.5,6.67,6.42,7.17,7.33,6.5,71.0,0
Mexico,Washed / Wet,1000.0,0,1,0.12,6.92,7.0,6.83,6.92,7.42,6.92,70.75,0
Brazil,Natural / Dry,1310.64,0,55,0.11,7.0,7.0,6.83,7.0,7.33,6.83,70.67,0
Honduras,Washed / Wet,1450.0,0,4,0.1,6.67,6.5,6.17,6.67,6.83,6.17,69.33,0
Honduras,Washed / Wet,1450.0,0,3,0.1,7.0,6.17,6.17,6.67,6.5,6.17,69.17,0
Honduras,Washed / Wet,1450.0,0,4,0.1,7.0,6.33,6.17,6.5,6.67,6.17,69.17,0
Mexico,Washed / Wet,900.0,0,20,0.11,7.08,6.83,6.25,7.42,7.25,6.75,68.33,0
Haiti,Natural / Dry,350.0,8,16,0.14,6.75,6.58,6.42,6.67,7.08,6.67,67.92,0
Nicaragua,Other,1100.0,1,5,0.13,7.25,6.58,6.33,6.25,6.42,6.08,63.08,0
Guatemala,Washed / Wet,1417.32,0,4,0.1,7.5,6.67,6.67,7.67,7.33,6.67,59.83,0
Honduras,Washed / Wet,1400.0,0,2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
